State,"Month, Year of Filed week ended",Continued Claims,Covered Employment,Initial Claims,Insured Unemployment Rate
Rhode Island,Sep-21,11571,433198,837,2.67
Rhode Island,Sep-21,10208,433198,826,2.36
Rhode Island,Sep-21,9487,433198,977,2.19
Rhode Island,Oct-21,9213,433198,975,2.13
Rhode Island,Oct-21,8844,425152,1244,2.08
Rhode Island,Oct-21,8360,425152,802,1.97
Rhode Island,Oct-21,8231,425152,946,1.94
Rhode Island,Oct-21,8037,425152,1114,1.89
Rhode Island,Nov-21,7863,425152,865,1.85
South Carolina,Jan-20,18922,2070232,7471,0.91
South Carolina,Jan-20,21587,2077535,4629,1.04
South Carolina,Jan-20,18780,2077535,3126,0.9
South Carolina,Jan-20,17113,2077535,2248,0.82
South Carolina,Feb-20,17061,2077535,2099,0.82
South Carolina,Feb-20,16669,2077535,2054,0.8
South Carolina,Feb-20,16547,2077535,2088,0.8
South Carolina,Feb-20,16239,2077535,1824,0.78
South Carolina,Feb-20,15779,2077535,1977,0.76
South Carolina,Mar-20,15341,2077535,1889,0.74
South Carolina,Mar-20,15032,2077535,2093,0.72
South Carolina,Mar-20,15111,2077535,31826,0.73
South Carolina,Mar-20,30341,2077535,66475,1.46
South Carolina,Apr-20,75521,2077535,86573,3.64
South Carolina,Apr-20,126994,2087060,89147,6.08
South Carolina,Apr-20,179769,2087060,74362,8.61
South Carolina,Apr-20,240956,2087060,66438,11.55
South Carolina,May-20,260409,2087060,47673,12.48
South Carolina,May-20,268701,2087060,33191,12.87
South Carolina,May-20,256676,2087060,29899,12.3
South Carolina,May-20,241793,2087060,25380,11.59
South Carolina,May-20,214814,2087060,18910,10.29
South Carolina,Jun-20,212570,2087060,23188,10.19
South Carolina,Jun-20,200903,2087060,19853,9.63
South Carolina,Jun-20,198224,2087060,17611,9.5
South Carolina,Jun-20,197125,2087060,17654,9.45
South Carolina,Jul-20,187282,2087060,16015,8.97
South Carolina,Jul-20,201097,2093284,19272,9.61
South Carolina,Jul-20,200340,2093284,14307,9.57
South Carolina,Jul-20,197886,2093284,12195,9.45
South Carolina,Aug-20,191064,2093284,8909,9.13
South Carolina,Aug-20,170983,2093284,5896,8.17
South Carolina,Aug-20,161012,2093284,7231,7.69
South Carolina,Aug-20,143801,2093284,5496,6.87
South Carolina,Aug-20,128226,2093284,5000,6.13
South Carolina,Sep-20,115428,2093284,5085,5.51
South Carolina,Sep-20,101456,2093284,4261,4.85
South Carolina,Sep-20,94304,2093284,4906,4.51
South Carolina,Sep-20,85052,2093284,4905,4.06
South Carolina,Oct-20,75968,2093284,4908,3.63
South Carolina,Oct-20,70120,2095065,4667,3.35
South Carolina,Oct-20,66012,2095065,3890,3.15
South Carolina,Oct-20,61400,2095065,3675,2.93
South Carolina,Oct-20,55863,2095065,3260,2.67
South Carolina,Nov-20,52316,2095065,3461,2.5
South Carolina,Nov-20,49008,2095065,3286,2.34
South Carolina,Nov-20,46887,2095065,3361,2.24
South Carolina,Nov-20,41769,2095065,2567,1.99
South Carolina,Dec-20,46371,2095065,4774,2.21
South Carolina,Dec-20,42376,2095065,3581,2.02
South Carolina,Dec-20,40878,2095065,3445,1.95
South Carolina,Dec-20,40354,2095065,4317,1.93
South Carolina,Jan-21,46633,2095065,8778,2.23
South Carolina,Jan-21,51045,2039769,8048,2.5
South Carolina,Jan-21,49090,2039769,6319,2.41
South Carolina,Jan-21,47506,2039769,4813,2.33
South Carolina,Jan-21,49950,2039769,4453,2.45
South Carolina,Feb-21,47634,2039769,6339,2.34
South Carolina,Feb-21,45666,2039769,4287,2.24
South Carolina,Feb-21,42674,2039769,3525,2.09
South Carolina,Feb-21,43518,2039769,3903,2.13
South Carolina,Mar-21,41899,2039769,5480,2.05
South Carolina,Mar-21,38746,2039769,2769,1.9
South Carolina,Mar-21,36365,2039769,3197,1.78
South Carolina,Mar-21,34470,2039769,3146,1.69
South Carolina,Apr-21,37421,2039769,4992,1.83
South Carolina,Apr-21,38434,2018676,5131,1.9
South Carolina,Apr-21,39810,2018676,5053,1.97
South Carolina,Apr-21,40844,2018676,3091,2.02
South Carolina,May-21,39552,2018676,2899,1.96
South Carolina,May-21,39328,2018676,3123,1.95
South Carolina,May-21,38176,2018676,2588,1.89
South Carolina,May-21,38107,2018676,2083,1.89
South Carolina,May-21,38379,2018676,1987,1.9
South Carolina,Jun-21,34192,2018676,1894,1.69
South Carolina,Jun-21,36842,2018676,1735,1.83
South Carolina,Jun-21,33305,2018676,1673,1.65
South Carolina,Jun-21,33489,2018676,1676,1.66
South Carolina,Jul-21,32389,2018676,2194,1.6
South Carolina,Jul-21,46007,2000235,2518,2.3
South Carolina,Jul-21,42714,2000235,2496,2.14
South Carolina,Jul-21,37023,2000235,1503,1.85
South Carolina,Jul-21,36016,2000235,1363,1.8
South Carolina,Aug-21,34672,2000235,1445,1.73
South Carolina,Aug-21,32394,2000235,1439,1.62
South Carolina,Aug-21,30621,2000235,1576,1.53
South Carolina,Aug-21,30621,2000235,1321,1.53
South Carolina,Sep-21,26864,2000235,1262,1.34
South Carolina,Sep-21,26145,2000235,2456,1.31
South Carolina,Sep-21,24474,2000235,1625,1.22
South Carolina,Sep-21,22281,2000235,1132,1.11
South Carolina,Oct-21,20659,2000235,1160,1.03
South Carolina,Oct-21,19307,1983514,1311,0.97
South Carolina,Oct-21,17761,1983514,1060,0.9
South Carolina,Oct-21,16249,1983514,1247,0.82
South Carolina,Oct-21,14870,1983514,1126,0.75
South Carolina,Nov-21,13435,1983514,1311,0.68
South Dakota,Jan-20,2798,416296,398,0.67
South Dakota,Jan-20,2970,417030,468,0.71
South Dakota,Jan-20,2995,417030,338,0.72
South Dakota,Jan-20,3071,417030,291,0.74
South Dakota,Feb-20,3155,417030,217,0.76
South Dakota,Feb-20,3117,417030,223,0.75
South Dakota,Feb-20,3196,417030,194,0.77
South Dakota,Feb-20,3164,417030,191,0.76
South Dakota,Feb-20,3116,417030,159,0.75
South Dakota,Mar-20,3059,417030,185,0.73
South Dakota,Mar-20,2870,417030,190,0.69
South Dakota,Mar-20,2674,417030,1761,0.64
South Dakota,Mar-20,3538,417030,6801,0.85
South Dakota,Apr-20,7568,417030,8138,1.81
South Dakota,Apr-20,14431,417997,6359,3.45
South Dakota,Apr-20,19664,417997,5295,4.7
South Dakota,Apr-20,22707,417997,5535,5.43
South Dakota,May-20,23791,417997,3929,5.69
South Dakota,May-20,23388,417997,5269,5.6
South Dakota,May-20,25186,417997,3891,6.03
South Dakota,May-20,22454,417997,3471,5.37
South Dakota,May-20,19629,417997,1498,4.7
South Dakota,Jun-20,20573,417997,880,4.92
South Dakota,Jun-20,18649,417997,1065,4.46
South Dakota,Jun-20,17163,417997,910,4.11
South Dakota,Jun-20,17142,417997,644,4.1
South Dakota,Jul-20,15942,417997,835,3.81
South Dakota,Jul-20,18722,418749,1216,4.47
South Dakota,Jul-20,16600,418749,772,3.96
South Dakota,Jul-20,15643,418749,808,3.74
South Dakota,Aug-20,15464,418749,775,3.69
South Dakota,Aug-20,14715,418749,973,3.51
South Dakota,Aug-20,8949,418749,784,2.14
South Dakota,Aug-20,9117,418749,802,2.18
South Dakota,Aug-20,10778,418749,630,2.57
South Dakota,Sep-20,9165,418749,585,2.19
South Dakota,Sep-20,6673,418749,376,1.59
South Dakota,Sep-20,6950,418749,551,1.66
South Dakota,Sep-20,6167,418749,267,1.47
South Dakota,Oct-20,5078,418749,444,1.21
South Dakota,Oct-20,5469,419422,443,1.3
South Dakota,Oct-20,4320,419422,485,1.03
South Dakota,Oct-20,4539,419422,482,1.08
South Dakota,Oct-20,3813,419422,856,0.91
South Dakota,Nov-20,3856,419422,568,0.92
South Dakota,Nov-20,3480,419422,513,0.83
South Dakota,Nov-20,3837,419422,746,0.91
South Dakota,Nov-20,3015,419422,436,0.72
South Dakota,Dec-20,3924,419422,904,0.94
South Dakota,Dec-20,3844,419422,926,0.92
South Dakota,Dec-20,4226,419422,770,1.01
South Dakota,Dec-20,3684,419422,655,0.88
South Dakota,Jan-21,4746,419422,603,1.13
South Dakota,Jan-21,6199,411469,985,1.51
South Dakota,Jan-21,5675,411469,750,1.38
South Dakota,Jan-21,4916,411469,580,1.19
South Dakota,Jan-21,5356,411469,611,1.3
South Dakota,Feb-21,5579,411469,646,1.36
South Dakota,Feb-21,5661,411469,608,1.38
South Dakota,Feb-21,5499,411469,496,1.34
South Dakota,Feb-21,5966,411469,441,1.45
South Dakota,Mar-21,5671,411469,298,1.38
South Dakota,Mar-21,4952,411469,355,1.2
South Dakota,Mar-21,4827,411469,295,1.17
South Dakota,Mar-21,4849,411469,299,1.18
South Dakota,Apr-21,3742,411469,314,0.91
South Dakota,Apr-21,3138,407526,290,0.77
South Dakota,Apr-21,3094,407526,335,0.76
South Dakota,Apr-21,2948,407526,388,0.72
South Dakota,May-21,3202,407526,264,0.79
South Dakota,May-21,2639,407526,305,0.65
South Dakota,May-21,2523,407526,409,0.62
South Dakota,May-21,2483,407526,232,0.61
South Dakota,May-21,2165,407526,263,0.53
South Dakota,Jun-21,1594,407526,253,0.39
South Dakota,Jun-21,1965,407526,306,0.48
South Dakota,Jun-21,2473,407526,216,0.61
South Dakota,Jun-21,1724,407526,188,0.42
South Dakota,Jul-21,1668,407526,233,0.41
South Dakota,Jul-21,1580,405490,264,0.39
South Dakota,Jul-21,1595,405490,195,0.39
South Dakota,Jul-21,1378,405490,161,0.34
South Dakota,Jul-21,4297,405490,153,1.06
South Dakota,Aug-21,1565,405490,194,0.39
South Dakota,Aug-21,1491,405490,174,0.37
South Dakota,Aug-21,1580,405490,176,0.39
South Dakota,Aug-21,1425,405490,140,0.35
South Dakota,Sep-21,1366,405490,195,0.34
South Dakota,Sep-21,1104,405490,167,0.27
South Dakota,Sep-21,1003,405490,170,0.25
South Dakota,Sep-21,838,405490,120,0.21
South Dakota,Oct-21,734,405490,132,0.18
South Dakota,Oct-21,706,403812,171,0.17
South Dakota,Oct-21,655,403812,174,0.16
South Dakota,Oct-21,724,403812,180,0.18
South Dakota,Oct-21,771,403812,212,0.19
South Dakota,Nov-21,1015,403812,242,0.25
Tennessee,Jan-20,22163,3250062,3084,0.68
Tennessee,Jan-20,22398,3263988,3711,0.69
Tennessee,Jan-20,20441,3263988,3093,0.63
Tennessee,Jan-20,20786,3263988,2484,0.64
Tennessee,Feb-20,21364,3263988,2362,0.65
Tennessee,Feb-20,20670,3263988,2161,0.63
Tennessee,Feb-20,20485,3263988,2140,0.63
Tennessee,Feb-20,20139,3263988,1855,0.62
Tennessee,Feb-20,20413,3263988,2014,0.63
Tennessee,Mar-20,19035,3263988,2032,0.58
Tennessee,Mar-20,18450,3263988,2702,0.57
Tennessee,Mar-20,18350,3263988,38077,0.56
Tennessee,Mar-20,37541,3263988,92500,1.15
Tennessee,Apr-20,116179,3263988,112186,3.56
Tennessee,Apr-20,206472,3278927,71887,6.3
Tennessee,Apr-20,279895,3278927,67226,8.54
Tennessee,Apr-20,341033,3278927,42805,10.4
Tennessee,May-20,340249,3278927,36323,10.38
Tennessee,May-20,343212,3278927,28377,10.47
Tennessee,May-20,332745,3278927,27990,10.15
Tennessee,May-20,327768,3278927,25439,10
Tennessee,May-20,322117,3278927,22255,9.82
Tennessee,Jun-20,310065,3278927,20908,9.46
Tennessee,Jun-20,297873,3278927,19413,9.08
Tennessee,Jun-20,283631,3278927,20506,8.65
Tennessee,Jun-20,279199,3278927,21544,8.51
Tennessee,Jul-20,273815,3278927,24920,8.35
Tennessee,Jul-20,268220,3310273,22060,8.1
Tennessee,Jul-20,260009,3310273,25773,7.85
Tennessee,Jul-20,258469,3310273,20091,7.81
Tennessee,Aug-20,242385,3310273,12208,7.32
Tennessee,Aug-20,224750,3310273,10620,6.79
Tennessee,Aug-20,219023,3310827,14413,6.62
Tennessee,Aug-20,204952,3310827,11588,6.19
Tennessee,Aug-20,199408,3310827,12876,6.02
Tennessee,Sep-20,192911,3310827,12310,5.83
Tennessee,Sep-20,178952,3310827,11316,5.41
Tennessee,Sep-20,167778,3310827,11793,5.07
Tennessee,Sep-20,151690,3310827,10311,4.58
Tennessee,Oct-20,139780,3310827,10077,4.22
Tennessee,Oct-20,100911,3322994,10810,3.04
Tennessee,Oct-20,88163,3322994,10412,2.65
Tennessee,Oct-20,80068,3322994,8113,2.41
Tennessee,Oct-20,72550,3322994,7447,2.18
Tennessee,Nov-20,65232,3322994,7727,1.96
Tennessee,Nov-20,60963,3322994,6567,1.83
Tennessee,Nov-20,56609,3322994,7295,1.7
Tennessee,Nov-20,50970,3322994,6186,1.53
Tennessee,Dec-20,47466,3322994,6856,1.43
Tennessee,Dec-20,45186,3322994,7435,1.36
Tennessee,Dec-20,44462,3322994,7386,1.34
Tennessee,Dec-20,46198,3322994,10150,1.39
Tennessee,Jan-21,55815,3322994,16931,1.68
Tennessee,Jan-21,58945,3322994,21954,1.77
Tennessee,Jan-21,53163,3322994,19318,1.6
Tennessee,Jan-21,52317,3317618,13302,1.58
Tennessee,Jan-21,54280,3317618,11497,1.64
Tennessee,Feb-21,55379,3317618,10761,1.67
Tennessee,Feb-21,53974,3317618,8596,1.63
Tennessee,Feb-21,51144,3317618,12583,1.54
Tennessee,Feb-21,58673,3317618,10778,1.77
Tennessee,Mar-21,50633,3317618,7999,1.53
Tennessee,Mar-21,47464,3317618,8277,1.43
Tennessee,Mar-21,43752,3317618,6431,1.32
Tennessee,Mar-21,43961,3317618,8150,1.33
Tennessee,Apr-21,44668,3317618,11407,1.35
Tennessee,Apr-21,47568,3290111,11421,1.45
Tennessee,Apr-21,48744,3290111,13900,1.48
Tennessee,Apr-21,53538,3290111,9837,1.63
Tennessee,May-21,52236,3290111,8255,1.59
Tennessee,May-21,53223,3290111,8543,1.62
Tennessee,May-21,53307,3290111,7721,1.62
Tennessee,May-21,52782,3290111,6252,1.6
Tennessee,May-21,51763,3290111,6936,1.57
Tennessee,Jun-21,52894,3290111,8095,1.61
Tennessee,Jun-21,54474,3290111,6349,1.66
Tennessee,Jun-21,52998,3290111,4998,1.61
Tennessee,Jun-21,52344,3290111,5186,1.59
Tennessee,Jul-21,51731,3290111,6596,1.57
Tennessee,Jul-21,47969,3270769,6745,1.47
Tennessee,Jul-21,48362,3270769,6147,1.48
Tennessee,Jul-21,52820,3270769,7841,1.61
Tennessee,Jul-21,52687,3270769,4841,1.61
Tennessee,Aug-21,47249,3270769,4989,1.44
Tennessee,Aug-21,45129,3270769,4678,1.38
Tennessee,Aug-21,38821,3270769,5404,1.19
Tennessee,Aug-21,37111,3270769,7258,1.13
Tennessee,Sep-21,37838,3270769,5335,1.16
Tennessee,Sep-21,36139,3270769,4490,1.1
Tennessee,Sep-21,32874,3270769,4317,1.01
Tennessee,Sep-21,31640,3270769,4215,0.97
Tennessee,Oct-21,25567,3270769,4881,0.78
Tennessee,Oct-21,25144,3255585,3892,0.77
Tennessee,Oct-21,22121,3255585,5580,0.68
Tennessee,Oct-21,20728,3255585,4786,0.64
Tennessee,Oct-21,22198,3255585,5584,0.68
Tennessee,Nov-21,23347,3255585,7995,0.72
Texas,Jan-20,141473,12168097,12367,1.16
Texas,Jan-20,140768,12236594,21902,1.15
Texas,Jan-20,145126,12236594,15783,1.19
Texas,Jan-20,132656,12236594,13070,1.08
Texas,Feb-20,140826,12236594,13818,1.15
Texas,Feb-20,128666,12236594,13869,1.05
Texas,Feb-20,133475,12236594,12790,1.09
Texas,Feb-20,127275,12236594,12047,1.04
Texas,Feb-20,133247,12236594,12692,1.09
Texas,Mar-20,125252,12236594,14355,1.02
Texas,Mar-20,127905,12236594,16176,1.05
Texas,Mar-20,126427,12236594,155426,1.03
Texas,Mar-20,144697,12236594,276185,1.18
Texas,Apr-20,374656,12236594,315167,3.06
Texas,Apr-20,632470,12304547,274257,5.14
Texas,Apr-20,911923,12304547,280761,7.41
Texas,Apr-20,962122,12304547,254084,7.82
Texas,May-20,1133324,12304547,243935,9.21
Texas,May-20,1181609,12304547,141553,9.6
Texas,May-20,1300576,12304547,134065,10.57
Texas,May-20,1272557,12304547,127717,10.34
Texas,May-20,1401773,12304547,106677,11.39
Texas,Jun-20,1215507,12304547,89676,9.88
Texas,Jun-20,1297296,12304547,94723,10.54
Texas,Jun-20,1221813,12304547,89547,9.93
Texas,Jun-20,1301714,12304547,96593,10.58
Texas,Jul-20,1237931,12304547,117099,10.06
Texas,Jul-20,1313086,12372188,105516,10.61
Texas,Jul-20,1247269,12372188,87908,10.08
Texas,Jul-20,1338900,12372188,76804,10.82
Texas,Aug-20,1228250,12372188,62709,9.93
Texas,Aug-20,1221540,12372188,52304,9.87
Texas,Aug-20,1101708,12372188,61400,8.9
Texas,Aug-20,1091961,12372188,52152,8.83
Texas,Aug-20,1017360,12372188,56673,8.22
Texas,Sep-20,1043117,12372188,65291,8.43
Texas,Sep-20,976588,12372188,49386,7.89
Texas,Sep-20,953168,12372188,48426,7.7
Texas,Sep-20,902269,12372188,41351,7.29
Texas,Oct-20,803025,12372188,42338,6.49
Texas,Oct-20,718231,12428366,44692,5.78
Texas,Oct-20,682194,12428366,45308,5.49
Texas,Oct-20,607655,12428366,35195,4.89
Texas,Oct-20,558341,12428366,37601,4.49
Texas,Nov-20,528651,12428366,33667,4.25
Texas,Nov-20,497520,12428366,38883,4
Texas,Nov-20,460857,12428366,38915,3.71
Texas,Nov-20,354191,12428366,24792,2.85
Texas,Dec-20,374452,12428366,47521,3.01
Texas,Dec-20,388906,12428366,38645,3.13
Texas,Dec-20,431599,12428366,34979,3.47
Texas,Dec-20,367766,12428366,31448,2.96
Texas,Jan-21,363910,12428366,45989,2.93
Texas,Jan-21,357646,12180973,64721,2.94
Texas,Jan-21,365485,12180973,55551,3
Texas,Jan-21,343257,12180973,53848,2.82
Texas,Jan-21,341375,12180973,52577,2.8
Texas,Feb-21,337647,12180973,47022,2.77
Texas,Feb-21,354852,12180973,35786,2.91
Texas,Feb-21,326288,12180973,36401,2.68
Texas,Feb-21,318548,12180973,56298,2.62
Texas,Mar-21,315582,12180973,49366,2.59
Texas,Mar-21,359539,12180973,73858,2.95
Texas,Mar-21,296868,12180973,81457,2.44
Texas,Mar-21,320564,12180973,87313,2.63
Texas,Apr-21,299526,12180973,83988,2.46
Texas,Apr-21,277388,11994349,66552,2.31
Texas,Apr-21,283654,11994349,46516,2.36
Texas,Apr-21,270498,11994349,33843,2.26
Texas,May-21,249368,11994349,30225,2.08
Texas,May-21,252080,11994349,31342,2.1
Texas,May-21,228786,11994349,27568,1.91
Texas,May-21,215765,11994349,25041,1.8
Texas,May-21,206486,11994349,21927,1.72
Texas,Jun-21,187438,11994349,18628,1.56
Texas,Jun-21,196601,11994349,21755,1.64
Texas,Jun-21,195891,11994349,23569,1.63
Texas,Jun-21,197679,11994349,19571,1.65
Texas,Jul-21,213690,11994349,24216,1.78
Texas,Jul-21,157043,11848728,34307,1.33
Texas,Jul-21,199928,11848728,45037,1.69
Texas,Jul-21,194094,11848728,33883,1.64
Texas,Jul-21,210422,11848728,30138,1.78
Texas,Aug-21,190232,11848728,31042,1.61
Texas,Aug-21,191169,11848728,23375,1.61
Texas,Aug-21,179271,11848728,20335,1.51
Texas,Aug-21,172926,11848728,20240,1.46
Texas,Sep-21,161734,11848728,20327,1.36
Texas,Sep-21,160016,11848728,16692,1.35
Texas,Sep-21,139207,11848728,16861,1.17
Texas,Sep-21,150317,11848728,21486,1.27
Texas,Oct-21,131490,11848728,19110,1.11
Texas,Oct-21,139019,11720739,18903,1.19
Texas,Oct-21,127771,11720739,16825,1.09
Texas,Oct-21,129462,11720739,16036,1.1
Texas,Oct-21,124690,11720739,15106,1.06
Texas,Nov-21,128851,11720739,16125,1.1
Utah,Jan-20,11328,1454279,1518,0.78
Utah,Jan-20,11787,1459679,1834,0.81
Utah,Jan-20,12061,1459679,1458,0.83
Utah,Jan-20,12061,1459679,1271,0.83
Utah,Feb-20,11872,1459679,1290,0.81
Utah,Feb-20,12187,1459679,1303,0.83
Utah,Feb-20,12131,1459679,1097,0.83
Utah,Feb-20,11960,1459679,1008,0.82
Utah,Feb-20,11451,1459679,885,0.78
Utah,Mar-20,11077,1459679,1015,0.76
Utah,Mar-20,10701,1459679,1305,0.73
Utah,Mar-20,10826,1459679,19690,0.74
Utah,Mar-20,24635,1459679,28532,1.69
Utah,Apr-20,45161,1459679,33040,3.09
Utah,Apr-20,72798,1474336,24515,4.94
Utah,Apr-20,88281,1474336,19649,5.99
Utah,Apr-20,89495,1474336,11738,6.07
Utah,May-20,92872,1474336,8992,6.3
Utah,May-20,91591,1474336,7076,6.21
Utah,May-20,86298,1474336,6228,5.85
Utah,May-20,82054,1474336,5405,5.57
Utah,May-20,79316,1474336,4948,5.38
Utah,Jun-20,78145,1474336,5382,5.3
Utah,Jun-20,75383,1474336,4803,5.11
Utah,Jun-20,73619,1474336,4915,4.99
Utah,Jun-20,72216,1474336,4965,4.9
Utah,Jul-20,70639,1474336,4802,4.79
Utah,Jul-20,69999,1483888,4792,4.72
Utah,Jul-20,68097,1483888,4483,4.59
Utah,Jul-20,66351,1483888,3709,4.47
Utah,Aug-20,64015,1483888,3098,4.31
Utah,Aug-20,57868,1483888,2881,3.9
Utah,Aug-20,51910,1483888,2983,3.5
Utah,Aug-20,46806,1483888,2980,3.15
Utah,Aug-20,40081,1483888,2587,2.7
Utah,Sep-20,34778,1483888,2593,2.34
Utah,Sep-20,30858,1483888,2283,2.08
Utah,Sep-20,28362,1483888,2545,1.91
Utah,Sep-20,25803,1483888,2460,1.74
Utah,Oct-20,23562,1483888,2575,1.59
Utah,Oct-20,21265,1486205,2726,1.43
Utah,Oct-20,19081,1486205,2490,1.28
Utah,Oct-20,17474,1486205,2371,1.18
Utah,Oct-20,16327,1486205,2360,1.1
Utah,Nov-20,15242,1486205,2600,1.03
Utah,Nov-20,14612,1486205,3111,0.98
Utah,Nov-20,14690,1486205,3046,0.99
Utah,Nov-20,14246,1486205,2385,0.96
Utah,Dec-20,14501,1486205,3305,0.98
Utah,Dec-20,14442,1486205,3080,0.97
Utah,Dec-20,14582,1486205,3014,0.98
Utah,Dec-20,14603,1486205,2729,0.98
Utah,Jan-21,15685,1486205,2975,1.06
Utah,Jan-21,16459,1471433,3825,1.12
Utah,Jan-21,16412,1471433,3304,1.12
Utah,Jan-21,16564,1471433,2924,1.13
Utah,Jan-21,16818,1471433,3065,1.14
Utah,Feb-21,16855,1471433,3268,1.15
Utah,Feb-21,16560,1471433,2770,1.13
Utah,Feb-21,16054,1471433,2527,1.09
Utah,Feb-21,15885,1471433,2222,1.08
Utah,Mar-21,15151,1471433,2442,1.03
Utah,Mar-21,14540,1471433,2269,0.99
Utah,Mar-21,14082,1471433,2576,0.96
Utah,Mar-21,13004,1471433,3255,0.88
Utah,Apr-21,12621,1471433,4089,0.86
Utah,Apr-21,12242,1465032,4352,0.84
Utah,Apr-21,11903,1465032,8412,0.81
Utah,Apr-21,12359,1465032,6569,0.84
Utah,May-21,13570,1465032,3729,0.93
Utah,May-21,13262,1465032,3340,0.91
Utah,May-21,13142,1465032,3042,0.9
Utah,May-21,12978,1465032,3301,0.89
Utah,May-21,11222,1465032,3103,0.77
Utah,Jun-21,10615,1465032,2490,0.72
Utah,Jun-21,10264,1465032,2143,0.7
Utah,Jun-21,9933,1465032,2622,0.68
Utah,Jun-21,9740,1465032,2397,0.66
Utah,Jul-21,9163,1465032,1848,0.63
Utah,Jul-21,10969,1465650,1583,0.75
Utah,Jul-21,9855,1465650,1512,0.67
Utah,Jul-21,9171,1465650,1409,0.63
Utah,Jul-21,8770,1465650,1572,0.6
Utah,Aug-21,8467,1465650,2300,0.58
Utah,Aug-21,8449,1465650,1857,0.58
Utah,Aug-21,8013,1465650,1590,0.55
Utah,Aug-21,7699,1465650,1447,0.53
Utah,Sep-21,7384,1465650,1392,0.5
Utah,Sep-21,6961,1465650,1090,0.47
Utah,Sep-21,6650,1465650,1160,0.45
Utah,Sep-21,6465,1465650,1223,0.44
Utah,Oct-21,6277,1465650,1184,0.43
Utah,Oct-21,5984,1470769,1367,0.41
Utah,Oct-21,5878,1470769,1451,0.4
Utah,Oct-21,5963,1470769,1157,0.41
Utah,Oct-21,5807,1470769,1214,0.39
Utah,Nov-21,5783,1470769,1421,0.39
Vermont,Jan-20,5417,303175,680,1.79
Vermont,Jan-20,5609,303508,649,1.85
Vermont,Jan-20,4961,303508,755,1.63
Vermont,Jan-20,4986,303508,518,1.64
Vermont,Feb-20,5006,303508,481,1.65
Vermont,Feb-20,4824,303508,475,1.59
Vermont,Feb-20,4931,303508,543,1.62
Vermont,Feb-20,4872,303508,610,1.61
Vermont,Feb-20,5039,303508,863,1.66
Vermont,Mar-20,5219,303508,446,1.72
Vermont,Mar-20,4896,303508,659,1.61
Vermont,Mar-20,4810,303508,3784,1.58
Vermont,Mar-20,13797,303508,14633,4.55
Vermont,Apr-20,21953,303508,16474,7.23
Vermont,Apr-20,31204,303379,9662,10.29
Vermont,Apr-20,64313,303379,6598,21.2
Vermont,Apr-20,76457,303379,5117,25.2
Vermont,May-20,60535,303379,3875,19.95
Vermont,May-20,57040,303379,2913,18.8
Vermont,May-20,55103,303379,2199,18.16
Vermont,May-20,50285,303379,1552,16.57
Vermont,May-20,46316,303379,1465,15.27
Vermont,Jun-20,45207,303379,1650,14.9
Vermont,Jun-20,43338,303379,1859,14.29
Vermont,Jun-20,42681,303379,1389,14.07
Vermont,Jun-20,42420,303379,2163,13.98
Vermont,Jul-20,39089,303379,1876,12.88
Vermont,Jul-20,38335,303295,1830,12.64
Vermont,Jul-20,38405,303295,1637,12.66
Vermont,Jul-20,37797,303295,1519,12.46
Vermont,Aug-20,35847,303295,1260,11.82
Vermont,Aug-20,31783,303295,904,10.48
Vermont,Aug-20,29962,303295,723,9.88
Vermont,Aug-20,28390,303295,686,9.36
Vermont,Aug-20,26970,303295,749,8.89
Vermont,Sep-20,25575,303295,731,8.43
Vermont,Sep-20,23961,303295,612,7.9
Vermont,Sep-20,22541,303295,644,7.43
Vermont,Sep-20,20616,303295,601,6.8
Vermont,Oct-20,17676,303295,606,5.83
Vermont,Oct-20,15460,302674,543,5.11
Vermont,Oct-20,13438,302674,601,4.44
Vermont,Oct-20,12535,302674,706,4.14
Vermont,Oct-20,11555,302674,750,3.82
Vermont,Nov-20,11209,302674,805,3.7
Vermont,Nov-20,10825,302674,860,3.58
Vermont,Nov-20,11150,302674,1479,3.68
Vermont,Nov-20,10082,302674,1255,3.33
Vermont,Dec-20,11938,302674,2013,3.94
Vermont,Dec-20,11909,302674,1434,3.93
Vermont,Dec-20,11913,302674,1318,3.94
Vermont,Dec-20,10088,302674,1097,3.33
Vermont,Jan-21,12194,302674,1800,4.03
Vermont,Jan-21,12506,289774,1830,4.32
Vermont,Jan-21,13257,289774,1853,4.57
Vermont,Jan-21,12908,289774,1459,4.45
Vermont,Jan-21,13241,289774,1276,4.57
Vermont,Feb-21,13150,289774,1156,4.54
Vermont,Feb-21,12834,289774,999,4.43
Vermont,Feb-21,12295,289774,777,4.24
Vermont,Feb-21,12087,289774,1003,4.17
Vermont,Mar-21,12195,289774,990,4.21
Vermont,Mar-21,11691,289774,846,4.03
Vermont,Mar-21,11074,289774,782,3.82
Vermont,Mar-21,10548,289774,1511,3.64
Vermont,Apr-21,10041,289774,1761,3.47
Vermont,Apr-21,11407,281699,2252,4.05
Vermont,Apr-21,11594,281699,2541,4.12
Vermont,Apr-21,11522,281699,5230,4.09
Vermont,May-21,12595,281699,6372,4.47
Vermont,May-21,12135,281699,537,4.31
Vermont,May-21,10177,281699,358,3.61
Vermont,May-21,8502,281699,358,3.02
Vermont,May-21,7617,281699,372,2.7
Vermont,Jun-21,6473,281699,347,2.3
Vermont,Jun-21,6204,281699,388,2.2
