State,"Month, Year of Filed week ended",Continued Claims,Covered Employment,Initial Claims,Insured Unemployment Rate
Alabama,Jan-20,18523,1923741,4578,0.96
Alabama,Jan-20,21143,1923741,3629,1.1
Alabama,Jan-20,17402,1923741,2483,0.9
Alabama,Jan-20,18390,1923741,2129,0.96
Alabama,Feb-20,17284,1923741,2170,0.9
Alabama,Feb-20,16745,1923741,2176,0.87
Alabama,Feb-20,16571,1923741,1981,0.86
Alabama,Feb-20,16059,1923741,1735,0.83
Alabama,Feb-20,14721,1923741,1575,0.77
Alabama,Mar-20,13657,1923741,1663,0.71
Alabama,Mar-20,13070,1923741,1819,0.68
Alabama,Mar-20,12487,1923741,10892,0.65
Alabama,Mar-20,18083,1923741,80984,0.94
Alabama,Apr-20,52176,1923741,106739,2.71
Alabama,Apr-20,95325,1929897,77515,4.94
Alabama,Apr-20,144327,1929897,66432,7.48
Alabama,Apr-20,173855,1929897,74966,9.01
Alabama,May-20,214684,1929897,28985,11.12
Alabama,May-20,216856,1929897,26666,11.24
Alabama,May-20,203677,1929897,25150,10.55
Alabama,May-20,190205,1929897,27919,9.86
Alabama,May-20,183565,1929897,21335,9.51
Alabama,Jun-20,180245,1929897,19949,9.34
Alabama,Jun-20,163982,1929897,18367,8.5
Alabama,Jun-20,150002,1929897,18671,7.77
Alabama,Jun-20,141450,1929897,18338,7.33
Alabama,Jul-20,138272,1929897,19056,7.16
Alabama,Jul-20,117388,1935262,20563,6.07
Alabama,Jul-20,105644,1935262,23676,5.46
Alabama,Jul-20,94069,1935262,17437,4.86
Alabama,Aug-20,84070,1935262,11690,4.34
Alabama,Aug-20,70412,1935262,9467,3.64
Alabama,Aug-20,58275,1935262,11047,3.01
Alabama,Aug-20,51991,1935262,8676,2.69
Alabama,Aug-20,48797,1935262,8511,2.52
Alabama,Sep-20,44546,1935262,8901,2.3
Alabama,Sep-20,40198,1935262,8848,2.08
Alabama,Sep-20,37431,1935262,8679,1.93
Alabama,Sep-20,34997,1935262,8805,1.81
Alabama,Oct-20,30716,1935262,7732,1.59
Alabama,Oct-20,27063,1939059,8581,1.4
Alabama,Oct-20,43493,1939059,7964,2.24
Alabama,Oct-20,35544,1939059,7126,1.83
Alabama,Oct-20,31693,1939059,7060,1.63
Alabama,Nov-20,28422,1939059,8764,1.47
Alabama,Nov-20,25256,1939059,9262,1.3
Alabama,Nov-20,25647,1939059,11813,1.32
Alabama,Nov-20,22949,1939059,7061,1.18
Alabama,Dec-20,24658,1939059,7656,1.27
Alabama,Dec-20,23443,1939059,7568,1.21
Alabama,Dec-20,23327,1939059,7543,1.2
Alabama,Dec-20,23053,1939059,5506,1.19
Alabama,Jan-21,23641,1939059,10986,1.22
Alabama,Jan-21,16681,1895231,14084,0.88
Alabama,Jan-21,15769,1895231,11980,0.83
Alabama,Jan-21,16558,1895231,11615,0.87
Alabama,Jan-21,16619,1895231,12664,0.88
Alabama,Feb-21,17537,1895231,13464,0.93
Alabama,Feb-21,17313,1895231,12087,0.91
Alabama,Feb-21,16624,1895231,11395,0.88
Alabama,Feb-21,18937,1895231,11624,1
Alabama,Mar-21,16979,1895231,13592,0.9
Alabama,Mar-21,16637,1895231,16506,0.88
Alabama,Mar-21,15664,1895231,13994,0.83
Alabama,Mar-21,15945,1895231,18710,0.84
Alabama,Apr-21,16498,1895231,5392,0.87
Alabama,Apr-21,19237,1870713,10909,1.03
Alabama,Apr-21,19524,1870713,8983,1.04
Alabama,Apr-21,18606,1870713,9816,0.99
Alabama,May-21,18099,1870713,10325,0.97
Alabama,May-21,17946,1870713,10841,0.96
Alabama,May-21,17390,1870713,9377,0.93
Alabama,May-21,15649,1870713,8698,0.84
Alabama,May-21,13567,1870713,7247,0.73
Alabama,Jun-21,13202,1870713,7260,0.71
Alabama,Jun-21,12921,1870713,5554,0.69
Alabama,Jun-21,12204,1870713,6101,0.65
Alabama,Jun-21,13057,1870713,5816,0.7
Alabama,Jul-21,15753,1870713,7295,0.84
Alabama,Jul-21,12618,1853778,5435,0.68
Alabama,Jul-21,11907,1853778,4254,0.64
Alabama,Jul-21,9708,1853778,3977,0.52
Alabama,Jul-21,17510,1853778,5203,0.94
Alabama,Aug-21,16733,1853778,6196,0.9
Alabama,Aug-21,15071,1853778,5469,0.81
Alabama,Aug-21,10282,1853778,5407,0.55
Alabama,Aug-21,11729,1853778,5431,0.63
Alabama,Sep-21,9203,1853778,5095,0.5
Alabama,Sep-21,10566,1853778,3716,0.57
Alabama,Sep-21,7077,1853778,4234,0.38
Alabama,Sep-21,6789,1853778,4000,0.37
Alabama,Oct-21,6342,1853778,3967,0.34
Alabama,Oct-21,5740,1839087,3666,0.31
Alabama,Oct-21,5827,1839087,3495,0.32
Alabama,Oct-21,5610,1839087,3327,0.31
Alabama,Oct-21,5505,1839087,3749,0.3
Alabama,Nov-21,7104,1839087,3451,0.39
Alaska,Jan-20,10177,306493,981,3.32
Alaska,Jan-20,9310,307329,1371,3.03
Alaska,Jan-20,9984,307329,1181,3.25
Alaska,Jan-20,9496,307329,1003,3.09
Alaska,Feb-20,9579,307329,1122,3.12
Alaska,Feb-20,9161,307329,980,2.98
Alaska,Feb-20,9343,307329,915,3.04
Alaska,Feb-20,8864,307329,773,2.88
Alaska,Feb-20,8938,307329,874,2.91
Alaska,Mar-20,8266,307329,815,2.69
Alaska,Mar-20,8522,307329,1120,2.77
Alaska,Mar-20,8512,307329,7847,2.77
Alaska,Mar-20,11173,307329,13774,3.64
Alaska,Apr-20,19845,307329,14590,6.46
Alaska,Apr-20,35365,308137,12007,11.48
Alaska,Apr-20,48096,308137,12201,15.61
Alaska,Apr-20,52022,308137,10313,16.88
Alaska,May-20,49893,308137,8718,16.19
Alaska,May-20,50791,308137,7807,16.48
Alaska,May-20,50049,308137,7741,16.24
Alaska,May-20,48000,308137,8152,15.58
Alaska,May-20,47344,308137,7452,15.36
Alaska,Jun-20,47123,308137,7081,15.29
Alaska,Jun-20,45792,308137,6797,14.86
Alaska,Jun-20,44380,308137,6757,14.4
Alaska,Jun-20,43208,308137,6467,14.02
Alaska,Jul-20,42110,308137,6124,13.67
Alaska,Jul-20,43225,308691,9572,14
Alaska,Jul-20,41685,308691,6606,13.5
Alaska,Jul-20,40596,308691,6069,13.15
Alaska,Aug-20,39002,308691,5195,12.63
Alaska,Aug-20,34442,308691,4619,11.16
Alaska,Aug-20,32899,308691,4731,10.66
Alaska,Aug-20,31673,308691,4344,10.26
Alaska,Aug-20,29524,308691,4057,9.56
Alaska,Sep-20,27536,308691,3817,8.92
Alaska,Sep-20,25762,308691,3593,8.35
Alaska,Sep-20,24089,308691,3631,7.8
Alaska,Sep-20,22532,308691,3600,7.3
Alaska,Oct-20,21131,308691,3719,6.85
Alaska,Oct-20,20264,308959,5708,6.56
Alaska,Oct-20,19754,308959,4608,6.39
Alaska,Oct-20,18974,308959,4388,6.14
Alaska,Oct-20,18867,308959,4451,6.11
Alaska,Nov-20,19083,308959,4545,6.18
Alaska,Nov-20,19332,308959,4605,6.26
Alaska,Nov-20,19831,308959,4531,6.42
Alaska,Nov-20,19466,308959,3834,6.3
Alaska,Dec-20,20295,308959,4525,6.57
Alaska,Dec-20,20269,308959,4507,6.56
Alaska,Dec-20,20235,308959,4016,6.55
Alaska,Dec-20,19791,308959,3923,6.41
Alaska,Jan-21,20064,308959,2947,6.49
Alaska,Jan-21,19702,297690,3900,6.62
Alaska,Jan-21,19101,297690,4902,6.42
Alaska,Jan-21,18970,297690,3975,6.37
Alaska,Jan-21,18936,297690,4190,6.36
Alaska,Feb-21,19042,297690,3997,6.4
Alaska,Feb-21,17402,297690,3468,5.85
Alaska,Feb-21,16978,297690,3994,5.7
Alaska,Feb-21,17466,297690,3781,5.87
Alaska,Mar-21,16622,297690,3340,5.58
Alaska,Mar-21,15751,297690,3233,5.29
Alaska,Mar-21,14897,297690,2773,5
Alaska,Mar-21,14918,297690,3330,5.01
Alaska,Apr-21,14007,297690,3707,4.71
Alaska,Apr-21,14508,287216,4553,5.05
Alaska,Apr-21,14115,287216,3904,4.91
Alaska,Apr-21,13443,287216,3398,4.68
Alaska,May-21,12949,287216,2829,4.51
Alaska,May-21,12441,287216,3093,4.33
Alaska,May-21,12403,287216,2755,4.32
Alaska,May-21,11930,287216,3103,4.15
Alaska,May-21,11151,287216,2959,3.88
Alaska,Jun-21,11183,287216,2166,3.89
Alaska,Jun-21,10583,287216,1744,3.68
Alaska,Jun-21,9693,287216,1656,3.37
Alaska,Jun-21,9074,287216,1591,3.16
Alaska,Jul-21,8163,287216,1348,2.84
Alaska,Jul-21,7719,281907,1852,2.74
Alaska,Jul-21,7348,281907,1631,2.61
Alaska,Jul-21,6982,281907,1520,2.48
Alaska,Jul-21,6687,281907,1558,2.37
Alaska,Aug-21,6405,281907,1322,2.27
Alaska,Aug-21,6145,281907,1362,2.18
Alaska,Aug-21,5920,281907,1787,2.1
Alaska,Aug-21,5673,281907,1117,2.01
Alaska,Sep-21,5337,281907,1115,1.89
Alaska,Sep-21,5032,281907,1140,1.78
Alaska,Sep-21,8764,281907,1237,3.11
Alaska,Sep-21,7645,281907,1237,2.71
Alaska,Oct-21,6948,281907,1168,2.46
Alaska,Oct-21,6597,277321,1423,2.38
Alaska,Oct-21,6504,277321,1311,2.35
Alaska,Oct-21,6624,277321,1338,2.39
Alaska,Oct-21,6581,277321,1379,2.37
Alaska,Nov-21,7050,277321,1438,2.54
Arkansas,Jan-20,15323,1193713,2576,1.28
Arkansas,Jan-20,15536,1195622,2493,1.3
Arkansas,Jan-20,13229,1195622,1729,1.11
Arkansas,Jan-20,12331,1195622,1683,1.03
Arkansas,Feb-20,13210,1195622,1837,1.1
Arkansas,Feb-20,12964,1195622,1724,1.08
Arkansas,Feb-20,12979,1195622,1602,1.09
Arkansas,Feb-20,12546,1195622,1055,1.05
Arkansas,Feb-20,12244,1195622,1418,1.02
Arkansas,Mar-20,11618,1195622,1843,0.97
Arkansas,Mar-20,11514,1195622,1382,0.96
Arkansas,Mar-20,10988,1195622,9275,0.92
Arkansas,Mar-20,16148,1195622,27756,1.35
Arkansas,Apr-20,36499,1195622,62086,3.05
Arkansas,Apr-20,66511,1196468,35629,5.56
Arkansas,Apr-20,91278,1196468,25404,7.63
Arkansas,Apr-20,109337,1196468,17671,9.14
Arkansas,May-20,119332,1196468,13448,9.97
Arkansas,May-20,122522,1196468,13152,10.24
Arkansas,May-20,122408,1196468,11427,10.23
Arkansas,May-20,120043,1196468,10825,10.03
Arkansas,May-20,115365,1196468,8481,9.64
Arkansas,Jun-20,115482,1196468,9663,9.65
Arkansas,Jun-20,113623,1196468,9381,9.5
Arkansas,Jun-20,112189,1196468,9669,9.38
Arkansas,Jun-20,108691,1196468,10395,9.08
Arkansas,Jul-20,104692,1196468,10832,8.75
Arkansas,Jul-20,99083,1197760,14155,8.27
Arkansas,Jul-20,100026,1197760,15932,8.35
Arkansas,Jul-20,94113,1197760,15257,7.86
Arkansas,Aug-20,79564,1197760,12750,6.64
Arkansas,Aug-20,62402,1197760,5908,5.21
Arkansas,Aug-20,52946,1197760,6351,4.42
Arkansas,Aug-20,48069,1197760,5660,4.01
Arkansas,Aug-20,44564,1197760,5337,3.72
Arkansas,Sep-20,42795,1197760,5624,3.57
Arkansas,Sep-20,38926,1197760,4585,3.25
Arkansas,Sep-20,40856,1197760,5778,3.41
Arkansas,Sep-20,37975,1197760,6137,3.17
Arkansas,Oct-20,36883,1197760,5484,3.08
Arkansas,Oct-20,32303,1197760,5719,2.7
Arkansas,Oct-20,30873,1199243,4318,2.57
Arkansas,Oct-20,26311,1199243,4019,2.19
Arkansas,Oct-20,27441,1199243,4014,2.29
Arkansas,Nov-20,24049,1199243,3672,2.01
Arkansas,Nov-20,21884,1199243,3484,1.82
Arkansas,Nov-20,24239,1199243,4276,2.02
Arkansas,Nov-20,21220,1199243,3663,1.77
Arkansas,Dec-20,24634,1199243,4649,2.05
Arkansas,Dec-20,21953,1199243,4049,1.83
Arkansas,Dec-20,22463,1199243,3976,1.87
Arkansas,Dec-20,19868,1199243,3663,1.66
Arkansas,Jan-21,23006,1199243,4400,1.92
Arkansas,Jan-21,24752,1176717,6371,2.1
Arkansas,Jan-21,22703,1176717,4774,1.93
Arkansas,Jan-21,22562,1176717,3901,1.92
Arkansas,Jan-21,24543,1176717,4807,2.09
Arkansas,Feb-21,24244,1176717,4331,2.06
Arkansas,Feb-21,22475,1176717,3147,1.91
Arkansas,Feb-21,18978,1176717,1889,1.61
Arkansas,Feb-21,27675,1176717,6064,2.35
Arkansas,Mar-21,24848,1176717,3806,2.11
Arkansas,Mar-21,23969,1176717,3291,2.04
Arkansas,Mar-21,22531,1176717,2325,1.91
Arkansas,Mar-21,21180,1176717,2836,1.8
Arkansas,Apr-21,21676,1176717,2117,1.84
Arkansas,Apr-21,19541,1163763,3374,1.68
Arkansas,Apr-21,18312,1163763,3213,1.57
Arkansas,Apr-21,19986,1163763,3107,1.72
Arkansas,May-21,20053,1163763,2654,1.72
Arkansas,May-21,20885,1163763,2791,1.79
Arkansas,May-21,19553,1163763,2371,1.68
Arkansas,May-21,20147,1163763,2415,1.73
Arkansas,May-21,20555,1163763,2503,1.77
Arkansas,Jun-21,19345,1163763,2404,1.66
Arkansas,Jun-21,19862,1163763,2290,1.71
Arkansas,Jun-21,21156,1163763,1958,1.82
Arkansas,Jun-21,20567,1163763,1510,1.77
Arkansas,Jul-21,20211,1163763,1549,1.74
Arkansas,Jul-21,18405,1155336,2131,1.59
Arkansas,Jul-21,19551,1155336,1917,1.69
Arkansas,Jul-21,19657,1155336,1658,1.7
Arkansas,Jul-21,18616,1155336,1741,1.61
Arkansas,Aug-21,19148,1155336,2103,1.66
Arkansas,Aug-21,19429,1155336,1737,1.68
Arkansas,Aug-21,17083,1155336,1610,1.48
Arkansas,Aug-21,17039,1155336,1481,1.47
Arkansas,Sep-21,16152,1155336,1682,1.4
Arkansas,Sep-21,15539,1155336,1238,1.34
Arkansas,Sep-21,14586,1155336,1555,1.26
Arkansas,Sep-21,13516,1155336,1465,1.17
Arkansas,Oct-21,12493,1155336,1333,1.08
Arkansas,Oct-21,11811,1147079,1598,1.03
Arkansas,Oct-21,11754,1147079,1493,1.02
Arkansas,Oct-21,11018,1147079,1335,0.96
Arkansas,Oct-21,10917,1147079,1279,0.95
Arkansas,Nov-21,13154,1147079,1450,1.15
Arizona,Jan-20,17991,2864180,3132,0.63
Arizona,Jan-20,18259,2864180,4654,0.64
Arizona,Jan-20,18421,2864180,4152,0.64
Arizona,Jan-20,18401,2864180,3475,0.64
Arizona,Feb-20,18854,2864180,3807,0.66
Arizona,Feb-20,18461,2864180,3636,0.64
Arizona,Feb-20,18516,2864180,3538,0.65
Arizona,Feb-20,18217,2864180,3151,0.64
Arizona,Feb-20,18137,2864180,3086,0.63
Arizona,Mar-20,17593,2864180,3357,0.61
Arizona,Mar-20,17595,2864180,3844,0.61
Arizona,Mar-20,18108,2864180,29348,0.63
Arizona,Mar-20,26387,2864180,88940,0.92
Arizona,Apr-20,62597,2864180,132428,2.19
Arizona,Apr-20,120592,2864180,98531,4.21
Arizona,Apr-20,170262,2885408,72457,5.9
Arizona,Apr-20,196401,2885408,52581,6.81
Arizona,May-20,218760,2885408,43023,7.58
Arizona,May-20,228806,2885408,31570,7.93
Arizona,May-20,230566,2885408,31957,7.99
Arizona,May-20,217968,2885408,26868,7.55
Arizona,May-20,209944,2885408,22012,7.28
Arizona,Jun-20,210605,2885408,24367,7.3
Arizona,Jun-20,209529,2885408,22419,7.26
Arizona,Jun-20,217934,2885408,25886,7.55
Arizona,Jun-20,217505,2885408,26328,7.54
Arizona,Jul-20,216603,2885408,25774,7.51
Arizona,Jul-20,227419,2905807,28695,7.83
Arizona,Jul-20,229352,2905807,21441,7.89
Arizona,Jul-20,230822,2905807,19063,7.94
Arizona,Aug-20,232497,2905807,15561,8
Arizona,Aug-20,219459,2905807,11655,7.55
Arizona,Aug-20,211212,2905807,12775,7.27
Arizona,Aug-20,205978,2905807,12487,7.09
Arizona,Aug-20,202716,2905807,11705,6.98
Arizona,Sep-20,200184,2905807,11343,6.89
Arizona,Sep-20,194479,2905807,10015,6.69
Arizona,Sep-20,190507,2905807,9065,6.56
Arizona,Sep-20,175837,2905807,8208,6.05
Arizona,Oct-20,168948,2905807,7966,5.81
Arizona,Oct-20,151436,2927942,7925,5.17
Arizona,Oct-20,137816,2927942,7053,4.71
Arizona,Oct-20,125852,2927942,6813,4.3
Arizona,Oct-20,112425,2927942,6389,3.84
Arizona,Nov-20,103243,2927942,6410,3.53
Arizona,Nov-20,95164,2927942,6285,3.25
Arizona,Nov-20,91485,2927942,7154,3.12
Arizona,Nov-20,81219,2927942,5569,2.77
Arizona,Dec-20,82614,2927942,7362,2.82
Arizona,Dec-20,75979,2927942,6921,2.59
Arizona,Dec-20,75045,2927942,7032,2.56
Arizona,Dec-20,69775,2927942,6569,2.38
Arizona,Jan-21,71901,2927942,7992,2.46
Arizona,Jan-21,76818,2880711,12309,2.67
Arizona,Jan-21,71369,2880711,12006,2.48
Arizona,Jan-21,70808,2880711,13034,2.46
Arizona,Jan-21,71444,2880711,15148,2.48
Arizona,Feb-21,69884,2880711,7670,2.43
Arizona,Feb-21,68986,2880711,3903,2.39
Arizona,Feb-21,64813,2880711,4108,2.25
Arizona,Feb-21,62964,2880711,4091,2.19
Arizona,Mar-21,60271,2880711,4244,2.09
Arizona,Mar-21,46404,2880711,5220,1.61
Arizona,Mar-21,48150,2880711,4822,1.67
Arizona,Mar-21,47675,2880711,5373,1.65
Arizona,Apr-21,49810,2880711,5177,1.73
Arizona,Apr-21,49853,2846903,6202,1.75
Arizona,Apr-21,51376,2846903,6308,1.8
Arizona,Apr-21,51837,2846903,7673,1.82
Arizona,May-21,54641,2846903,7267,1.92
Arizona,May-21,55156,2846903,5959,1.94
Arizona,May-21,55921,2846903,5378,1.96
Arizona,May-21,54556,2846903,4818,1.92
Arizona,May-21,54743,2846903,4375,1.92
Arizona,Jun-21,46538,2846903,3997,1.63
Arizona,Jun-21,47132,2846903,3952,1.66
Arizona,Jun-21,46159,2846903,3554,1.62
Arizona,Jun-21,44689,2846903,3656,1.57
Arizona,Jul-21,43825,2846903,3804,1.54
Arizona,Jul-21,42425,2846903,3829,1.49
Arizona,Jul-21,42197,2846903,3578,1.48
Arizona,Jul-21,41428,2846903,3301,1.46
Arizona,Jul-21,39919,2846903,3153,1.4
Arizona,Aug-21,38434,2846903,3172,1.35
Arizona,Aug-21,36247,2846903,2871,1.27
Arizona,Aug-21,35753,2846903,3019,1.26
Arizona,Aug-21,34255,2846903,2957,1.2
Arizona,Sep-21,32902,2846903,2759,1.16
Arizona,Sep-21,28519,2846903,6498,1
Arizona,Sep-21,28780,2846903,8280,1.01
Arizona,Sep-21,26371,2846903,4039,0.93
Arizona,Oct-21,24250,2846903,3276,0.85
Arizona,Oct-21,22829,2846903,3799,0.8
Arizona,Oct-21,20409,2846903,3005,0.72
Arizona,Oct-21,19846,2846903,2845,0.7
Arizona,Oct-21,18835,2846903,2714,0.66
Arizona,Nov-21,18870,2846903,2748,0.66
California,Jan-20,359606,17203829,36720,2.09
California,Jan-20,356376,17265039,51993,2.06
California,Jan-20,376947,17265039,64858,2.18
California,Jan-20,336269,17265039,45596,1.95
California,Feb-20,388341,17265039,43458,2.25
California,Feb-20,359156,17265039,40392,2.08
California,Feb-20,375305,17265039,43445,2.17
California,Feb-20,349252,17265039,34979,2.02
California,Feb-20,369988,17265039,41678,2.14
California,Mar-20,378864,17265039,43385,2.19
California,Mar-20,351344,17265039,57606,2.04
California,Mar-20,421912,17265039,186333,2.44
California,Mar-20,400565,17265039,1058325,2.32
California,Apr-20,1076761,17265039,918814,6.24
California,Apr-20,1429954,17330010,655472,8.25
California,Apr-20,2422458,17330010,528360,13.98
California,Apr-20,1887575,17330010,325343,10.89
California,May-20,4808361,17330010,316257,27.75
California,May-20,2850204,17330010,212667,16.45
California,May-20,3565153,17330010,244431,20.57
California,May-20,2155310,17330010,203262,12.44
California,May-20,2752401,17330010,228634,15.88
California,Jun-20,2812484,17330010,255836,16.23
California,Jun-20,3001413,17330010,241424,17.32
California,Jun-20,2779425,17330010,284494,16.04
California,Jun-20,2901601,17330010,277362,16.74
California,Jul-20,2758474,17330010,264791,15.92
California,Jul-20,2946807,17396834,284914,16.94
California,Jul-20,2704904,17396834,289594,15.55
California,Jul-20,3140619,17396834,244653,18.05
California,Aug-20,2789482,17396834,222043,16.03
California,Aug-20,2961188,17396834,202509,17.02
California,Aug-20,2806840,17396834,190354,16.13
California,Aug-20,2837991,17396834,196916,16.31
California,Aug-20,2570005,17396834,219563,14.77
California,Sep-20,3012587,17396834,243404,17.32
California,Sep-20,2724331,17396834,226004,15.66
California,Sep-20,2802145,17396834,226179,16.11
California,Sep-20,2274592,17396834,171220,13.07
California,Oct-20,2212779,17396834,148213,12.72
California,Oct-20,2011273,17473068,176083,11.51
California,Oct-20,1836240,17473068,159876,10.51
California,Oct-20,1653245,17473068,152176,9.46
California,Oct-20,1561263,17473068,152480,8.94
California,Nov-20,1446336,17473068,157773,8.28
California,Nov-20,1388837,17473068,158825,7.95
California,Nov-20,1277409,17473068,168186,7.31
California,Nov-20,1103423,17473068,130383,6.31
California,Dec-20,1224826,17473068,178724,7.01
California,Dec-20,1159688,17473068,204388,6.64
California,Dec-20,1006699,17473068,158661,5.76
California,Dec-20,1048514,17473068,168732,6
California,Jan-21,876615,17473068,160989,5.02
California,Jan-21,973908,16937325,182625,5.75
California,Jan-21,894354,16937325,117242,5.28
California,Jan-21,816618,16937325,58226,4.82
California,Jan-21,778456,16937325,109251,4.6
California,Feb-21,771537,16937325,137939,4.56
California,Feb-21,728794,16937325,139603,4.3
California,Feb-21,792120,16937325,90465,4.68
California,Feb-21,765925,16937325,88978,4.52
California,Mar-21,705063,16937325,106771,4.16
California,Mar-21,679163,16937325,109327,4.01
California,Mar-21,679785,16937325,95996,4.01
California,Mar-21,633592,16937325,106404,3.74
California,Apr-21,630126,16937325,81373,3.72
California,Apr-21,603980,16483973,69458,3.66
California,Apr-21,573254,16483973,72875,3.48
California,Apr-21,581508,16483973,78606,3.53
California,May-21,583538,16483973,70760,3.54
California,May-21,590542,16483973,69927,3.58
California,May-21,635780,16483973,70282,3.86
California,May-21,572296,16483973,71055,3.47
California,May-21,667181,16483973,72003,4.05
California,Jun-21,597076,16483973,52883,3.62
California,Jun-21,647739,16483973,68014,3.93
California,Jun-21,595705,16483973,63902,3.61
California,Jun-21,653867,16483973,56259,3.97
California,Jul-21,594334,16483973,58847,3.61
California,Jul-21,617944,16127362,56925,3.83
California,Jul-21,716486,16127362,56481,4.44
California,Jul-21,833426,16127362,64491,5.17
California,Jul-21,565253,16127362,62209,3.5
California,Aug-21,609094,16127362,65476,3.78
California,Aug-21,555967,16127362,64714,3.45
California,Aug-21,637805,16127362,63346,3.95
California,Aug-21,546610,16127362,56337,3.39
California,Sep-21,590228,16127362,57546,3.66
California,Sep-21,492694,16127362,51596,3.06
California,Sep-21,541670,16127362,68814,3.36
California,Sep-21,492804,16127362,78721,3.06
California,Oct-21,535080,16127362,63988,3.32
California,Oct-21,514464,15800899,63137,3.26
California,Oct-21,504437,15800899,72885,3.19
California,Oct-21,461609,15800899,59747,2.92
California,Oct-21,450232,15800899,59255,2.85
California,Nov-21,481520,15800899,55033,3.05
Colorado,Jan-20,21391,2635231,2431,0.81
Colorado,Jan-20,21492,2650335,3001,0.81
Colorado,Jan-20,21104,2650335,2522,0.8
Colorado,Jan-20,22738,2650335,2164,0.86
Colorado,Feb-20,21560,2650335,2049,0.81
Colorado,Feb-20,22881,2650335,2482,0.86
Colorado,Feb-20,22076,2650335,2209,0.83
Colorado,Feb-20,23694,2650335,1862,0.89
Colorado,Feb-20,22409,2650335,1681,0.85
Colorado,Mar-20,22908,2650335,1865,0.86
Colorado,Mar-20,21260,2650335,2321,0.8
Colorado,Mar-20,21309,2650335,19774,0.8
Colorado,Mar-20,21956,2650335,61838,0.83
Colorado,Apr-20,73584,2650335,46326,2.78
Colorado,Apr-20,166593,2666358,104572,6.25
Colorado,Apr-20,171434,2666358,67639,6.43
Colorado,Apr-20,228713,2666358,38662,8.58
Colorado,May-20,228683,2666358,28360,8.58
Colorado,May-20,261951,2666358,22732,9.82
Colorado,May-20,246507,2666358,18054,9.25
Colorado,May-20,265499,2666358,15719,9.96
Colorado,May-20,244600,2666358,12519,9.17
Colorado,Jun-20,263810,2666358,13098,9.89
Colorado,Jun-20,242785,2666358,10382,9.11
Colorado,Jun-20,259341,2666358,10013,9.73
Colorado,Jun-20,237236,2666358,8646,8.9
Colorado,Jul-20,246108,2666358,7928,9.23
Colorado,Jul-20,228224,2681376,10554,8.51
Colorado,Jul-20,239098,2681376,8531,8.92
Colorado,Jul-20,224204,2681376,8037,8.36
Colorado,Aug-20,224130,2681376,7167,8.36
Colorado,Aug-20,198702,2681376,6231,7.41
Colorado,Aug-20,197296,2681376,6971,7.36
Colorado,Aug-20,180390,2681376,6483,6.73
Colorado,Aug-20,177822,2681376,5863,6.63
Colorado,Sep-20,162261,2681376,6031,6.05
Colorado,Sep-20,157091,2681376,5171,5.86
Colorado,Sep-20,151250,2681376,5115,5.64
Colorado,Sep-20,143856,2681376,4862,5.37
Colorado,Oct-20,127012,2681376,5919,4.74
Colorado,Oct-20,124333,2692685,6406,4.62
Colorado,Oct-20,111822,2692685,5759,4.15
Colorado,Oct-20,105759,2692685,6071,3.93
Colorado,Oct-20,96782,2692685,7138,3.59
Colorado,Nov-20,92367,2692685,7516,3.43
Colorado,Nov-20,86785,2692685,9205,3.22
Colorado,Nov-20,86082,2692685,15266,3.2
Colorado,Nov-20,79697,2692685,17171,2.96
Colorado,Dec-20,91648,2692685,19087,3.4
Colorado,Dec-20,97572,2692685,19897,3.62
Colorado,Dec-20,98885,2692685,18165,3.67
Colorado,Dec-20,103251,2692685,16702,3.83
Colorado,Jan-21,110035,2692685,25234,4.09
Colorado,Jan-21,147288,2624788,14238,5.61
Colorado,Jan-21,89537,2624788,5794,3.41
Colorado,Jan-21,56543,2624788,4475,2.15
Colorado,Jan-21,48749,2624788,5098,1.86
Colorado,Feb-21,50366,2624788,6247,1.92
Colorado,Feb-21,47827,2624788,4950,1.82
Colorado,Feb-21,47863,2624788,5711,1.82
Colorado,Feb-21,47285,2624788,5694,1.8
Colorado,Mar-21,49419,2624788,4447,1.88
Colorado,Mar-21,48006,2624788,6263,1.83
Colorado,Mar-21,46601,2624788,4636,1.78
Colorado,Mar-21,47573,2624788,5210,1.81
Colorado,Apr-21,50973,2624788,4584,1.94
Colorado,Apr-21,46853,2581209,6737,1.82
Colorado,Apr-21,44047,2581209,5302,1.71
Colorado,Apr-21,43351,2581209,5019,1.68
Colorado,May-21,42812,2581209,3984,1.66
Colorado,May-21,41712,2581209,4174,1.62
Colorado,May-21,41377,2581209,4144,1.6
Colorado,May-21,40925,2581209,4132,1.59
Colorado,May-21,40286,2581209,3926,1.56
Colorado,Jun-21,38991,2581209,3815,1.51
Colorado,Jun-21,38518,2581209,3817,1.49
Colorado,Jun-21,39925,2581209,3512,1.55
Colorado,Jun-21,39271,2581209,3765,1.52
Colorado,Jul-21,39269,2581209,4554,1.52
Colorado,Jul-21,36345,2545720,5033,1.43
Colorado,Jul-21,36692,2545720,4456,1.44
Colorado,Jul-21,36449,2545720,3322,1.43
Colorado,Jul-21,35293,2545720,3785,1.39
Colorado,Aug-21,34449,2545720,3875,1.35
Colorado,Aug-21,33246,2545720,3259,1.31
Colorado,Aug-21,32553,2545720,3368,1.28
Colorado,Aug-21,30152,2545720,3233,1.18
Colorado,Sep-21,29908,2545720,2717,1.17
