State,"Month, Year of Filed week ended",Continued Claims,Covered Employment,Initial Claims,Insured Unemployment Rate
Indiana,2/1/2020,22994,3039304,2276,0.76
Indiana,3/1/2020,22586,3039304,2223,0.74
Indiana,3/1/2020,21473,3039304,2596,0.71
Indiana,3/1/2020,20778,3039304,59755,0.68
Indiana,3/1/2020,28987,3039304,139174,0.95
Indiana,4/1/2020,71737,3039304,127010,2.36
Indiana,4/1/2020,147583,3041986,113755,4.85
Indiana,4/1/2020,206386,3041986,72756,6.78
Indiana,4/1/2020,253929,3041986,55774,8.35
Indiana,5/1/2020,271248,3041986,42290,8.92
Indiana,5/1/2020,285460,3041986,29668,9.38
Indiana,5/1/2020,270385,3041986,29436,8.89
Indiana,5/1/2020,253536,3041986,25523,8.33
Indiana,5/1/2020,233869,3041986,22914,7.69
Indiana,6/1/2020,221056,3041986,22931,7.27
Indiana,6/1/2020,211255,3041986,24017,6.94
Indiana,6/1/2020,201242,3041986,29331,6.62
Indiana,6/1/2020,191288,3041986,44827,6.29
Indiana,7/1/2020,183968,3041986,22102,6.05
Indiana,7/1/2020,190169,3046268,28360,6.24
Indiana,7/1/2020,190854,3046268,17911,6.27
Indiana,7/1/2020,228226,3046268,20129,7.49
Indiana,8/1/2020,223895,3046268,12551,7.35
Indiana,8/1/2020,199336,3046268,10624,6.54
Indiana,8/1/2020,183083,3046268,11569,6.01
Indiana,8/1/2020,170341,3046268,10597,5.59
Indiana,8/1/2020,164569,3046268,10779,5.4
Indiana,9/1/2020,158742,3046268,11255,5.21
Indiana,9/1/2020,164615,3046268,13245,5.4
Indiana,9/1/2020,161143,3046268,11702,5.29
Indiana,9/1/2020,150463,3046268,10209,4.94
Indiana,10/1/2020,129538,3046268,10076,4.25
Indiana,10/1/2020,118930,3034402,17916,3.92
Indiana,10/1/2020,113496,3034402,15421,3.74
Indiana,10/1/2020,103977,3034402,13407,3.43
Indiana,10/1/2020,96385,3034402,13413,3.18
Indiana,11/1/2020,87474,3034402,14111,2.88
Indiana,11/1/2020,81938,3034402,15422,2.7
Indiana,11/1/2020,84966,3034402,18829,2.8
Indiana,11/1/2020,78674,3034402,20575,2.59
Indiana,12/1/2020,84790,3034402,23622,2.79
Indiana,12/1/2020,78703,3034402,15702,2.59
Indiana,12/1/2020,73506,3034402,12234,2.42
Indiana,12/1/2020,73868,3034402,12013,2.43
Indiana,1/1/2021,80503,3034402,14796,2.65
Indiana,1/1/2021,93981,2948676,17724,3.19
Indiana,1/1/2021,91907,2948676,14255,3.12
Indiana,1/1/2021,95058,2948676,13354,3.22
Indiana,1/1/2021,81870,2948676,12539,2.78
Indiana,2/1/2021,79295,2948676,13508,2.69
Indiana,2/1/2021,77782,2948676,12287,2.64
Indiana,2/1/2021,73668,2948676,9735,2.5
Indiana,2/1/2021,72770,2948676,10081,2.47
Indiana,3/1/2021,69343,2948676,9237,2.35
Indiana,3/1/2021,65352,2948676,13965,2.22
Indiana,3/1/2021,59186,2948676,13045,2.01
Indiana,3/1/2021,58181,2948676,9260,1.97
Indiana,4/1/2021,55558,2948676,8071,1.88
Indiana,4/1/2021,57103,2909474,9542,1.96
Indiana,4/1/2021,58333,2909474,14026,2
Indiana,4/1/2021,59616,2909474,14507,2.05
Indiana,5/1/2021,64342,2909474,8581,2.21
Indiana,5/1/2021,64930,2909474,7786,2.23
Indiana,5/1/2021,57689,2909474,6957,1.98
Indiana,5/1/2021,55907,2909474,6152,1.92
Indiana,5/1/2021,54919,2909474,5940,1.89
Indiana,6/1/2021,53378,2909474,5106,1.83
Indiana,6/1/2021,53670,2909474,4594,1.84
Indiana,6/1/2021,50535,2909474,5030,1.74
Indiana,6/1/2021,47470,2909474,6371,1.63
Indiana,7/1/2021,58694,2909474,5465,2.02
Indiana,7/1/2021,51877,2879383,6608,1.8
Indiana,7/1/2021,54149,2879383,6370,1.88
Indiana,7/1/2021,45203,2879383,6106,1.57
Indiana,7/1/2021,42979,2879383,9678,1.49
Indiana,8/1/2021,46158,2879383,7101,1.6
Indiana,8/1/2021,42628,2879383,6531,1.48
Indiana,8/1/2021,43282,2879383,6254,1.5
Indiana,8/1/2021,38129,2879383,5574,1.32
Indiana,9/1/2021,38652,2879383,5889,1.34
Indiana,9/1/2021,33707,2879383,3957,1.17
Indiana,9/1/2021,42790,2879383,3867,1.49
Indiana,9/1/2021,40054,2879383,3433,1.39
Indiana,10/1/2021,37195,2879383,3432,1.29
Indiana,10/1/2021,35447,2853808,3741,1.24
Indiana,10/1/2021,30717,2853808,3322,1.08
Indiana,10/1/2021,28577,2853808,3137,1
Indiana,10/1/2021,27945,2853808,3230,0.98
Indiana,11/1/2021,28785,2853808,3574,1.01
Iowa,1/1/2020,34549,1529213,4586,2.26
Iowa,1/1/2020,34540,1530920,4836,2.26
Iowa,1/1/2020,29625,1530920,3615,1.94
Iowa,1/1/2020,30369,1530920,3115,1.98
Iowa,2/1/2020,30890,1530920,3066,2.02
Iowa,2/1/2020,30789,1530920,2379,2.01
Iowa,2/1/2020,30799,1530920,2239,2.01
Iowa,2/1/2020,30741,1530920,2631,2.01
Iowa,2/1/2020,30516,1530920,2240,1.99
Iowa,3/1/2020,29424,1530920,2221,1.92
Iowa,3/1/2020,27816,1530920,2229,1.82
Iowa,3/1/2020,26496,1530920,40952,1.73
Iowa,3/1/2020,53650,1530920,55966,3.5
Iowa,4/1/2020,91631,1530920,64194,5.99
Iowa,4/1/2020,127332,1531621,43889,8.31
Iowa,4/1/2020,150445,1531621,26901,9.82
Iowa,4/1/2020,168971,1531621,27220,11.03
Iowa,5/1/2020,179610,1531621,23241,11.73
Iowa,5/1/2020,189643,1531621,15820,12.38
Iowa,5/1/2020,184641,1531621,12056,12.06
Iowa,5/1/2020,178559,1531621,13723,11.66
Iowa,5/1/2020,162562,1531621,6449,10.61
Iowa,6/1/2020,158268,1531621,9488,10.33
Iowa,6/1/2020,152739,1531621,9069,9.97
Iowa,6/1/2020,152781,1531621,8208,9.98
Iowa,6/1/2020,141748,1531621,7732,9.25
Iowa,7/1/2020,134215,1531621,9957,8.76
Iowa,7/1/2020,134284,1532562,10653,8.76
Iowa,7/1/2020,115930,1532562,8807,7.56
Iowa,7/1/2020,110042,1532562,6970,7.18
Iowa,8/1/2020,104316,1532562,6314,6.81
Iowa,8/1/2020,92100,1532562,4888,6.01
Iowa,8/1/2020,82442,1532562,5997,5.38
Iowa,8/1/2020,83312,1532562,6384,5.44
Iowa,8/1/2020,75877,1532562,5914,4.95
Iowa,9/1/2020,70953,1532562,5252,4.63
Iowa,9/1/2020,65422,1532562,4652,4.27
Iowa,9/1/2020,62938,1532562,6117,4.11
Iowa,9/1/2020,58419,1532562,4616,3.81
Iowa,10/1/2020,51560,1532562,4288,3.36
Iowa,10/1/2020,46409,1535919,4192,3.02
Iowa,10/1/2020,42103,1535919,4215,2.74
Iowa,10/1/2020,39825,1535919,4351,2.59
Iowa,10/1/2020,36982,1535919,4609,2.41
Iowa,11/1/2020,35213,1535919,5217,2.29
Iowa,11/1/2020,34802,1535919,5992,2.27
Iowa,11/1/2020,36802,1535919,8930,2.4
Iowa,11/1/2020,33712,1535919,5357,2.19
Iowa,12/1/2020,42382,1535919,10112,2.76
Iowa,12/1/2020,38118,1535919,6526,2.48
Iowa,12/1/2020,37492,1535919,7271,2.44
Iowa,12/1/2020,38023,1535919,7141,2.48
Iowa,1/1/2021,43165,1535919,7855,2.81
Iowa,1/1/2021,48553,1498396,7366,3.24
Iowa,1/1/2021,46014,1498396,6380,3.07
Iowa,1/1/2021,46303,1498396,5251,3.09
Iowa,1/1/2021,45803,1498396,5778,3.06
Iowa,2/1/2021,48028,1498396,6120,3.21
Iowa,2/1/2021,46963,1498396,5988,3.13
Iowa,2/1/2021,48758,1498396,5192,3.25
Iowa,2/1/2021,48389,1498396,4216,3.23
Iowa,3/1/2021,44013,1498396,5182,2.94
Iowa,3/1/2021,40145,1498396,5750,2.68
Iowa,3/1/2021,37540,1498396,5129,2.51
Iowa,3/1/2021,39657,1498396,4602,2.65
Iowa,4/1/2021,37872,1498396,6125,2.53
Iowa,4/1/2021,33500,1475537,5005,2.27
Iowa,4/1/2021,32950,1475537,6981,2.23
Iowa,4/1/2021,30532,1475537,3955,2.07
Iowa,5/1/2021,27764,1475537,3145,1.88
Iowa,5/1/2021,25714,1475537,3290,1.74
Iowa,5/1/2021,26173,1475537,3582,1.77
Iowa,5/1/2021,25255,1475537,3861,1.71
Iowa,5/1/2021,25588,1475537,3380,1.73
Iowa,6/1/2021,24464,1475537,2364,1.66
Iowa,6/1/2021,23744,1475537,2613,1.61
Iowa,6/1/2021,22883,1475537,1830,1.55
Iowa,6/1/2021,20119,1475537,1864,1.36
Iowa,7/1/2021,19275,1475537,1942,1.31
Iowa,7/1/2021,18621,1457880,2042,1.28
Iowa,7/1/2021,18751,1457880,1671,1.29
Iowa,7/1/2021,17639,1457880,1543,1.21
Iowa,7/1/2021,16787,1457880,1884,1.15
Iowa,8/1/2021,16433,1457880,2149,1.13
Iowa,8/1/2021,16230,1457880,1614,1.11
Iowa,8/1/2021,14928,1457880,1677,1.02
Iowa,8/1/2021,13519,1457880,1678,0.93
Iowa,9/1/2021,11746,1457880,1833,0.81
Iowa,9/1/2021,10831,1457880,1430,0.74
Iowa,9/1/2021,10448,1457880,1744,0.72
Iowa,9/1/2021,10074,1457880,1655,0.69
Iowa,10/1/2021,9544,1457880,1696,0.65
Iowa,10/1/2021,9038,1457880,1665,0.62
Iowa,10/1/2021,8638,1443412,1796,0.6
Iowa,10/1/2021,8935,1443412,2030,0.62
Iowa,10/1/2021,8854,1443412,2074,0.61
Iowa,11/1/2021,9826,1443412,2162,0.68
Kansas,1/1/2020,11175,1359781,2019,0.82
Kansas,1/1/2020,11431,1363114,2140,0.84
Kansas,1/1/2020,10638,1363114,2402,0.78
Kansas,1/1/2020,11182,1363114,2557,0.82
Kansas,2/1/2020,12301,1363114,2000,0.9
Kansas,2/1/2020,11809,1363114,2107,0.87
Kansas,2/1/2020,11666,1363114,2076,0.86
Kansas,2/1/2020,12003,1363114,1494,0.88
Kansas,2/1/2020,11505,1363114,1517,0.84
Kansas,3/1/2020,11003,1363115,1365,0.81
Kansas,3/1/2020,9771,1363114,1755,0.72
Kansas,3/1/2020,7541,1363114,19356,0.55
Kansas,3/1/2020,13489,1363114,43703,0.99
Kansas,4/1/2020,41290,1363114,36497,3.03
Kansas,4/1/2020,62281,1364944,24871,4.56
Kansas,4/1/2020,77400,1364944,24330,5.67
Kansas,4/1/2020,94197,1364944,22726,6.9
Kansas,5/1/2020,102329,1364944,11916,7.5
Kansas,5/1/2020,98714,1364944,10259,7.23
Kansas,5/1/2020,91635,1364944,8246,6.71
Kansas,5/1/2020,92794,1364944,9480,6.8
Kansas,5/1/2020,90165,1364944,7966,6.61
Kansas,6/1/2020,86537,1364944,6898,6.34
Kansas,6/1/2020,78912,1364944,7039,5.78
Kansas,6/1/2020,75709,1364944,8174,5.55
Kansas,6/1/2020,76479,1364944,10411,5.6
Kansas,7/1/2020,79513,1364944,7883,5.83
Kansas,7/1/2020,78783,1367656,13384,5.76
Kansas,7/1/2020,77528,1367656,6285,5.67
Kansas,7/1/2020,72188,1367656,6313,5.28
Kansas,8/1/2020,78354,1367656,4933,5.73
Kansas,8/1/2020,66631,1367656,4756,4.87
Kansas,8/1/2020,60748,1367656,5022,4.44
Kansas,8/1/2020,56479,1367656,4886,4.13
Kansas,8/1/2020,52943,1367656,5734,3.87
Kansas,9/1/2020,52804,1367656,5445,3.86
Kansas,9/1/2020,50497,1367656,5248,3.69
Kansas,9/1/2020,45110,1367656,6494,3.3
Kansas,9/1/2020,39518,1367656,6651,2.89
Kansas,10/1/2020,36516,1367656,7140,2.67
Kansas,10/1/2020,32292,1369508,7926,2.36
Kansas,10/1/2020,33227,1369508,10500,2.43
Kansas,10/1/2020,33300,1369508,10069,2.43
Kansas,10/1/2020,33375,1369508,12407,2.44
Kansas,11/1/2020,33131,1369508,10587,2.42
Kansas,11/1/2020,30425,1369508,11751,2.22
Kansas,11/1/2020,37274,1369508,15864,2.72
Kansas,11/1/2020,35940,1369508,15411,2.62
Kansas,12/1/2020,46705,1369508,21346,3.41
Kansas,12/1/2020,56369,1369508,23519,4.12
Kansas,12/1/2020,65207,1369508,20337,4.76
Kansas,12/1/2020,69353,1369508,16607,5.06
Kansas,1/1/2021,78727,1369508,22990,5.75
Kansas,1/1/2021,88391,1337523,35921,6.61
Kansas,1/1/2021,98889,1337523,34918,7.39
Kansas,1/1/2021,72296,1337523,26426,5.41
Kansas,1/1/2021,81292,1337523,17967,6.08
Kansas,2/1/2021,23841,1337523,5591,1.78
Kansas,2/1/2021,24094,1337523,7335,1.8
Kansas,2/1/2021,29688,1337523,4412,2.22
Kansas,2/1/2021,15520,1337523,3560,1.16
Kansas,3/1/2021,22233,1337523,2564,1.66
Kansas,3/1/2021,18812,1337523,1682,1.41
Kansas,3/1/2021,11045,1337523,2628,0.83
Kansas,3/1/2021,10174,1337523,2552,0.76
Kansas,4/1/2021,8286,1337523,1450,0.62
Kansas,4/1/2021,9235,1319483,2138,0.7
Kansas,4/1/2021,8797,1319483,1989,0.67
Kansas,4/1/2021,8311,1319483,2154,0.63
Kansas,5/1/2021,8551,1319483,2390,0.65
Kansas,5/1/2021,9810,1319483,1838,0.74
Kansas,5/1/2021,9094,1319483,1873,0.69
Kansas,5/1/2021,9922,1319483,2115,0.75
Kansas,5/1/2021,9787,1319483,1810,0.74
Kansas,6/1/2021,9008,1319483,1578,0.68
Kansas,6/1/2021,9436,1319483,1582,0.72
Kansas,6/1/2021,12470,1319483,1541,0.95
Kansas,6/1/2021,10146,1319483,1180,0.77
Kansas,7/1/2021,10104,1319483,1558,0.77
Kansas,7/1/2021,9148,1320864,1778,0.69
Kansas,7/1/2021,9051,1320864,1563,0.69
Kansas,7/1/2021,9338,1320864,1487,0.71
Kansas,7/1/2021,8117,1320864,1378,0.61
Kansas,8/1/2021,10119,1320864,1289,0.77
Kansas,8/1/2021,9020,1320864,1315,0.68
Kansas,8/1/2021,8668,1320864,1508,0.66
Kansas,8/1/2021,8480,1320864,1268,0.64
Kansas,9/1/2021,8997,1320864,1796,0.68
Kansas,9/1/2021,7797,1320864,1077,0.59
Kansas,9/1/2021,6989,1320864,1205,0.53
Kansas,9/1/2021,6438,1320864,1318,0.49
Kansas,10/1/2021,6107,1320864,998,0.46
Kansas,10/1/2021,6508,1288451,1078,0.51
Kansas,10/1/2021,5628,1288451,1139,0.44
Kansas,10/1/2021,5583,1288451,856,0.43
Kansas,10/1/2021,4976,1288451,1051,0.39
Kansas,11/1/2021,5696,1288451,1053,0.44
Kentucky,1/1/2020,22515,1890475,5175,1.19
Kentucky,1/1/2020,25124,1890475,3968,1.33
Kentucky,1/1/2020,24066,1890475,3084,1.27
Kentucky,1/1/2020,22874,1890475,2569,1.21
Kentucky,2/1/2020,23219,1890475,2625,1.23
Kentucky,2/1/2020,22937,1890475,2936,1.21
Kentucky,2/1/2020,23076,1890475,2813,1.22
Kentucky,2/1/2020,22623,1890475,2508,1.2
Kentucky,2/1/2020,23733,1890475,2223,1.26
Kentucky,3/1/2020,22770,1890475,2463,1.2
Kentucky,3/1/2020,22940,1890475,2785,1.21
Kentucky,3/1/2020,22328,1890475,49023,1.18
Kentucky,3/1/2020,24361,1890475,113149,1.29
Kentucky,4/1/2020,130151,1890475,117575,6.88
Kentucky,4/1/2020,182097,1893451,116277,9.62
Kentucky,4/1/2020,199030,1893451,103981,10.51
Kentucky,4/1/2020,260662,1893451,91223,13.77
Kentucky,5/1/2020,256200,1893451,69372,13.53
Kentucky,5/1/2020,253186,1893451,69372,13.37
Kentucky,5/1/2020,246575,1893451,47321,13.02
Kentucky,5/1/2020,245804,1893451,54023,12.98
Kentucky,5/1/2020,205804,1893451,43013,10.87
Kentucky,6/1/2020,197472,1893451,40733,10.43
Kentucky,6/1/2020,180952,1893451,37650,9.56
Kentucky,6/1/2020,171917,1893451,24846,9.08
Kentucky,6/1/2020,159343,1893451,30640,8.42
Kentucky,7/1/2020,150522,1893451,23282,7.95
Kentucky,7/1/2020,158381,1896673,24544,8.35
Kentucky,7/1/2020,145825,1896673,24488,7.69
Kentucky,7/1/2020,141055,1896673,21041,7.44
Kentucky,8/1/2020,136509,1896673,21020,7.2
Kentucky,8/1/2020,141583,1896673,17465,7.46
Kentucky,8/1/2020,128187,1896673,18266,6.76
Kentucky,8/1/2020,127603,1896673,16321,6.73
Kentucky,8/1/2020,116383,1896673,16504,6.14
Kentucky,9/1/2020,119639,1896673,9285,6.31
Kentucky,9/1/2020,106835,1896673,8672,5.63
Kentucky,9/1/2020,112884,1896673,8413,5.95
Kentucky,9/1/2020,100938,1896673,7520,5.32
Kentucky,10/1/2020,94187,1896673,5687,4.97
Kentucky,10/1/2020,80246,1899546,5969,4.22
Kentucky,10/1/2020,73637,1899546,5951,3.88
Kentucky,10/1/2020,61867,1899546,5325,3.26
Kentucky,10/1/2020,58831,1899546,9193,3.1
Kentucky,11/1/2020,50778,1899546,4363,2.67
Kentucky,11/1/2020,51714,1899546,8133,2.72
Kentucky,11/1/2020,44098,1899546,10983,2.32
Kentucky,11/1/2020,44141,1899546,9319,2.32
Kentucky,12/1/2020,46877,1899546,8168,2.47
Kentucky,12/1/2020,47531,1899546,7259,2.5
Kentucky,12/1/2020,46950,1899546,8459,2.47
Kentucky,12/1/2020,41834,1899546,12800,2.2
Kentucky,1/1/2021,40437,1899546,16941,2.13
Kentucky,1/1/2021,44207,1843088,11399,2.4
Kentucky,1/1/2021,42642,1843088,11932,2.31
Kentucky,1/1/2021,43491,1843088,7907,2.36
Kentucky,1/1/2021,41221,1843088,11019,2.24
Kentucky,2/1/2021,40867,1843088,10712,2.22
Kentucky,2/1/2021,46630,1843088,12028,2.53
Kentucky,2/1/2021,41801,1843088,14139,2.27
Kentucky,2/1/2021,38708,1843088,13857,2.1
Kentucky,3/1/2021,44700,1843088,9277,2.43
Kentucky,3/1/2021,36610,1843088,10278,1.99
Kentucky,3/1/2021,35556,1843088,8738,1.93
Kentucky,3/1/2021,33377,1843088,24838,1.81
Kentucky,4/1/2021,31624,1843088,21423,1.72
Kentucky,4/1/2021,24623,1814841,5999,1.36
Kentucky,4/1/2021,15066,1814841,5958,0.83
Kentucky,4/1/2021,23572,1814841,7437,1.3
Kentucky,5/1/2021,21323,1814841,12151,1.17
Kentucky,5/1/2021,24390,1814841,11167,1.34
Kentucky,5/1/2021,24790,1814841,4044,1.37
Kentucky,5/1/2021,18753,1814841,2864,1.03
Kentucky,5/1/2021,19075,1814841,6318,1.05
Kentucky,6/1/2021,20154,1814841,5948,1.11
Kentucky,6/1/2021,22302,1814841,15120,1.23
Kentucky,6/1/2021,25708,1814841,15058,1.42
Kentucky,6/1/2021,28914,1814841,7180,1.59
Kentucky,7/1/2021,21772,1814841,6269,1.2
Kentucky,7/1/2021,20047,1814775,2498,1.1
Kentucky,7/1/2021,17753,1814775,11443,0.98
Kentucky,7/1/2021,23859,1814775,4225,1.31
Kentucky,7/1/2021,18044,1814775,4036,0.99
Kentucky,8/1/2021,16351,1814775,4006,0.9
Kentucky,8/1/2021,17013,1814775,1770,0.94
Kentucky,8/1/2021,14877,1814775,1828,0.82
Kentucky,8/1/2021,13405,1814775,1715,0.74
Kentucky,9/1/2021,13286,1814775,2002,0.73
Kentucky,9/1/2021,11796,1814775,2583,0.65
Kentucky,9/1/2021,13434,1814775,4271,0.74
Kentucky,9/1/2021,13406,1814775,3648,0.74
Kentucky,10/1/2021,13122,1814775,2732,0.72
Kentucky,10/1/2021,12318,1797810,4186,0.69
Kentucky,10/1/2021,13168,1797810,1433,0.73
Kentucky,10/1/2021,11504,1797810,4373,0.64
Kentucky,10/1/2021,12701,1797810,7255,0.71
Kentucky,11/1/2021,13620,1797810,13971,0.76
Louisiana,1/1/2020,16553,1890973,1658,0.88
Louisiana,1/1/2020,15957,1892522,2521,0.84
Louisiana,1/1/2020,16076,1892522,2008,0.85
Louisiana,1/1/2020,15500,1892522,1878,0.82
Louisiana,2/1/2020,16189,1892522,2058,0.86
Louisiana,2/1/2020,15051,1892522,1805,0.8
Louisiana,2/1/2020,15057,1892522,1739,0.8
Louisiana,2/1/2020,14640,1892522,1798,0.77
Louisiana,2/1/2020,15289,1892522,1509,0.81
Louisiana,3/1/2020,14199,1892522,1698,0.75
Louisiana,3/1/2020,13987,1892522,2255,0.74
Louisiana,3/1/2020,14143,1892522,72438,0.75
Louisiana,3/1/2020,58027,1892522,97400,3.07
Louisiana,4/1/2020,116690,1892522,100621,6.17
Louisiana,4/1/2020,217532,1891334,79653,11.5
Louisiana,4/1/2020,246296,1891334,91923,13.02
Louisiana,4/1/2020,300657,1891334,66141,15.9
Louisiana,5/1/2020,310013,1891334,50941,16.39
Louisiana,5/1/2020,325136,1891334,40125,17.19
Louisiana,5/1/2020,326504,1891334,28545,17.26
Louisiana,5/1/2020,328409,1891334,23961,17.36
Louisiana,5/1/2020,301598,1891334,19334,15.95
Louisiana,6/1/2020,305083,1891334,21879,16.13
Louisiana,6/1/2020,306358,1891334,23122,16.2
Louisiana,6/1/2020,300389,1891334,19524,15.88
Louisiana,6/1/2020,306089,1891334,21976,16.18
Louisiana,7/1/2020,313157,1891334,31417,16.56
Louisiana,7/1/2020,312893,1889866,26351,16.56
Louisiana,7/1/2020,313117,1889866,32079,16.57
Louisiana,7/1/2020,324357,1889866,18511,17.16
Louisiana,8/1/2020,327467,1889866,13402,17.33
Louisiana,8/1/2020,299974,1889866,11131,15.87
Louisiana,8/1/2020,255068,1889866,14365,13.5
Louisiana,8/1/2020,250720,1889866,12529,13.27
Louisiana,8/1/2020,249610,1889866,16191,13.21
Louisiana,9/1/2020,256184,1889866,24566,13.56
Louisiana,9/1/2020,250244,1889866,16182,13.24
Louisiana,9/1/2020,238724,1889866,14842,12.63
Louisiana,9/1/2020,214860,1889866,16296,11.37
Louisiana,10/1/2020,195223,1889866,13461,10.33
Louisiana,10/1/2020,165320,1887456,13577,8.76
Louisiana,10/1/2020,146622,1887456,13039,7.77
Louisiana,10/1/2020,128378,1887456,9943,6.8
Louisiana,10/1/2020,115350,1887456,8419,6.11
Louisiana,11/1/2020,98935,1887456,10045,5.24
Louisiana,11/1/2020,91023,1887456,10045,4.82
Louisiana,11/1/2020,83338,1887456,10045,4.42
Louisiana,11/1/2020,74863,1887456,11780,3.97
Louisiana,12/1/2020,75004,1887456,9114,3.97
Louisiana,12/1/2020,66810,1887456,9289,3.54
Louisiana,12/1/2020,64448,1887456,7926,3.41
Louisiana,12/1/2020,60641,1887456,8246,3.21
Louisiana,1/1/2021,64404,1887456,25365,3.41
Louisiana,1/1/2021,87510,1827685,21624,4.79
Louisiana,1/1/2021,63888,1827685,16340,3.5
Louisiana,1/1/2021,64916,1827685,12004,3.55
Louisiana,1/1/2021,65649,1827685,10376,3.59
Louisiana,2/1/2021,60711,1827685,9010,3.32
Louisiana,2/1/2021,54587,1827685,6458,2.99
Louisiana,2/1/2021,52721,1827685,6447,2.88
Louisiana,2/1/2021,53212,1827685,6981,2.91
Louisiana,3/1/2021,48016,1827685,7100,2.63
Louisiana,3/1/2021,46170,1827685,7195,2.53
Louisiana,3/1/2021,40840,1827685,6468,2.23
Louisiana,3/1/2021,42546,1827685,12845,2.33
Louisiana,4/1/2021,46530,1827685,12263,2.55
Louisiana,4/1/2021,50796,1782555,9809,2.85
Louisiana,4/1/2021,52698,1782555,8829,2.96
Louisiana,4/1/2021,51308,1782555,7114,2.88
Louisiana,5/1/2021,52018,1782555,6783,2.92
Louisiana,5/1/2021,50556,1782555,7129,2.84
Louisiana,5/1/2021,51726,1782555,6327,2.9
Louisiana,5/1/2021,51031,1782555,5976,2.86
Louisiana,5/1/2021,47680,1782555,5573,2.67
Louisiana,6/1/2021,50040,1782555,5569,2.81
Louisiana,6/1/2021,49355,1782555,5242,2.77
Louisiana,6/1/2021,49503,1782555,4278,2.78
Louisiana,6/1/2021,49163,1782555,4129,2.76
Louisiana,7/1/2021,49973,1782555,4222,2.8
Louisiana,7/1/2021,49230,1746855,4558,2.82
Louisiana,7/1/2021,48045,1746855,5492,2.75
Louisiana,7/1/2021,44996,1746855,3122,2.58
Louisiana,7/1/2021,47230,1746855,3228,2.7
Louisiana,8/1/2021,43992,1746855,2411,2.52
Louisiana,8/1/2021,40433,1746855,2332,2.31
Louisiana,8/1/2021,37315,1746855,2217,2.14
Louisiana,8/1/2021,35659,1746855,2060,2.04
Louisiana,9/1/2021,33598,1746855,9724,1.92
Louisiana,9/1/2021,37364,1746855,14042,2.14
Louisiana,9/1/2021,43034,1746855,7107,2.46
Louisiana,9/1/2021,43003,1746855,3947,2.46
Louisiana,10/1/2021,40302,1746855,3130,2.31
Louisiana,10/1/2021,36425,1714402,3141,2.12
Louisiana,10/1/2021,31305,1714402,2804,1.83
Louisiana,10/1/2021,26314,1714402,2102,1.53
Louisiana,10/1/2021,24791,1714402,3009,1.45
Louisiana,11/1/2021,24227,1714402,1981,1.41
Maine,1/1/2020,7828,601875,1663,1.3
Maine,1/1/2020,7832,602736,1561,1.3
Maine,1/1/2020,8661,602736,959,1.44
Maine,1/1/2020,8457,602736,944,1.4
Maine,2/1/2020,8916,602736,881,1.48
Maine,2/1/2020,8809,602736,702,1.46
Maine,2/1/2020,8896,602736,790,1.48
Maine,2/1/2020,8624,602736,737,1.43
Maine,2/1/2020,9007,602736,862,1.49
Maine,3/1/2020,8739,602736,715,1.45
Maine,3/1/2020,8451,602736,634,1.4
Maine,3/1/2020,8703,602736,21459,1.44
Maine,3/1/2020,21967,602736,23770,3.64
Maine,4/1/2020,41339,602736,30910,6.86
Maine,4/1/2020,55723,603932,13488,9.23
Maine,4/1/2020,66525,603932,11769,11.02
Maine,4/1/2020,73141,603932,7661,12.11
Maine,5/1/2020,76773,603932,6993,12.71
Maine,5/1/2020,87280,603932,5579,14.45
Maine,5/1/2020,92207,603932,4726,15.27
Maine,5/1/2020,138219,603932,16667,22.89
Maine,5/1/2020,162256,603932,11151,26.87
Maine,6/1/2020,78247,603932,3117,12.96
Maine,6/1/2020,66966,603932,3013,11.09
Maine,6/1/2020,64717,603932,2911,10.72
Maine,6/1/2020,62989,603932,3119,10.43
Maine,7/1/2020,63635,603932,2939,10.54
Maine,7/1/2020,60623,607641,4696,9.98
Maine,7/1/2020,60614,607641,2276,9.98
Maine,7/1/2020,62377,607641,2014,10.27
Maine,8/1/2020,53480,607641,1722,8.8
Maine,8/1/2020,50885,607641,1734,8.37
Maine,8/1/2020,46605,607641,1332,7.67
Maine,8/1/2020,41459,607641,1120,6.82
Maine,8/1/2020,38919,607641,1248,6.4
Maine,9/1/2020,36200,607641,1150,5.96
Maine,9/1/2020,30612,607641,1435,5.04
Maine,9/1/2020,28071,607641,1431,4.62
Maine,9/1/2020,24701,607641,1584,4.07
Maine,10/1/2020,22893,607641,1702,3.77
Maine,10/1/2020,19723,605947,1549,3.25
Maine,10/1/2020,15901,605947,1346,2.62
Maine,10/1/2020,15286,605947,1479,2.52
Maine,10/1/2020,13234,605947,1696,2.18
Maine,11/1/2020,12917,605947,2264,2.13
Maine,11/1/2020,11998,605947,1997,1.98
Maine,11/1/2020,12070,605947,2254,1.99
Maine,11/1/2020,11948,605947,1944,1.97
Maine,12/1/2020,12930,605947,3005,2.13
Maine,12/1/2020,14254,605947,3125,2.35
Maine,12/1/2020,14624,605947,2980,2.41
Maine,12/1/2020,13693,605947,2667,2.26
Maine,1/1/2021,15668,605947,3940,2.59
Maine,1/1/2021,17147,586117,3753,2.93
Maine,1/1/2021,17360,586117,3312,2.96
Maine,1/1/2021,17724,586117,2845,3.02
Maine,1/1/2021,18161,586117,2713,3.1
